title,url,Text,URL
XRS,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/XRS,,
,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/StarshipTroopersInvasion,,
Wing Commander Academy,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/WingCommanderAcademy,,
Beast Wars,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/BeastWars,,
Exo Squad,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/ExoSquad,,
Evil Con Carne,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/EvilConCarne,,
Futurama,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/Futurama,,
Invasion America,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/InvasionAmerica,,
Lightyear,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/Lightyear,,
"Love, Death & Robots",https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/LoveDeathAndRobots,,
Robotech: The Shadow Chronicles,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/RobotechTheShadowChronicles,,
Shadow Raiders,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/ShadowRaiders,,
Starship Troopers: Invasion,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/StarshipTroopersInvasion,,
Steven Universe: The Movie,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/StevenUniverseTheMovie,,
Starfire,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/Starfire,,
AT-43,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/AT43,,
BattleTech,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/BattleTech,,
Beyond the Gates of Antares,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/BeyondTheGatesOfAntares,,
Mutant Chronicles,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/MutantChronicles,,
Planet Mercenary,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/PlanetMercenary,,
Traveller,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/Traveller,,
"Warhammer 40,000",https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/Warhammer40000,,
Rogue Trader,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/RogueTrader,,
Deathwatch,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/Deathwatch,,
Only War,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/OnlyWar,,
BattleTech,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/BattleTech,,
Stargate SG-1,https://tvtropes.org/pmwiki/pmwiki.php/Series/StargateSG1,,
Stargate Atlantis,https://tvtropes.org/pmwiki/pmwiki.php/Series/StargateAtlantis,,
Stargate Universe,https://tvtropes.org/pmwiki/pmwiki.php/Series/StargateUniverse,,
Star Trek: Deep Space Nine,https://tvtropes.org/pmwiki/pmwiki.php/Series/StarTrekDeepSpaceNine,,
Babylon 5,https://tvtropes.org/pmwiki/pmwiki.php/Series/BabylonFive,,
Crusade,https://tvtropes.org/pmwiki/pmwiki.php/Series/Crusade,,
Battlestar Galactica (1978),https://tvtropes.org/pmwiki/pmwiki.php/Series/BattlestarGalactica1978,,
Galactica 1980,https://tvtropes.org/pmwiki/pmwiki.php/Series/Galactica1980,,
Battlestar Galactica (2003),https://tvtropes.org/pmwiki/pmwiki.php/Series/BattlestarGalactica2003,,
Battlestar Galactica: Blood & Chrome,https://tvtropes.org/pmwiki/pmwiki.php/Series/BattlestarGalacticaBloodAndChrome,,
Black Mirror,https://tvtropes.org/pmwiki/pmwiki.php/Series/BlackMirror,,
SeaQuest DSV,https://tvtropes.org/pmwiki/pmwiki.php/Series/SeaQuestDSV,,
Space: Above and Beyond,https://tvtropes.org/pmwiki/pmwiki.php/Series/SpaceAboveAndBeyond,,
Alien 3: The Gun,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Alien3TheGun,,
Aliens Extermination,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AliensExtermination,,
Aliens Armageddon,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AliensArmageddon,,
Alien Blackout,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AlienBlackout,,
Aliens: Colonial Marines,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AliensColonialMarines,,
Aliens: Dark Descent,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AliensDarkDescent,,
Aliens: Fireteam Elite,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AliensFireteamElite,,
Aliens: Infestation,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AliensInfestation,,
Alien Trilogy,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AlienTrilogy,,
Third Crusade,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AssassinsCreedI,,
Peloponnesian War,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AssassinsCreedOdyssey,,
Star Trek Online,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/StarTrekOnline,,
Agent Armstrong,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AgentArmstrong,,
Arknights,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Arknights,,
Armorines: Project S.W.A.R.M.,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/ArmorinesProjectSWARM,,
Assault Retribution,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AssaultRetribution,,
Azure Striker Gunvolt Series,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AzureStrikerGunvoltSeries,,
Battle Zone 2006,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/BattleZone2006,,
Battlefield 2142,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Battlefield2142,,
Bio Lab Wars,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/BioLabWars,,
Bloody Wolf,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/BloodyWolf,,
Call of Duty,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CallOfDuty,,
Call of Duty: Black Ops II,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CallOfDutyBlackOpsII,,
Call of Duty: Advanced Warfare,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CallOfDutyAdvancedWarfare,,
Call of Duty: Black Ops III,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CallOfDutyBlackOpsIII,,
Call of Duty: Ghosts,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CallOfDutyGhosts,,
Call Of Duty Infinite Warfare,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CallOfDutyInfiniteWarfare,,
Command & Conquer,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CommandAndConquer,,
Command & Conquer: Tiberian Series,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CommandAndConquerTiberianSeries,,
Command & Conquer: Red Alert Series,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CommandAndConquerRedAlertSeries,,
Contra,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Contra,,
Hard Corps: Uprising,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HardCorpsUprising,,
Counter Side,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CounterSide,,
Crysis,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Crysis,,
Crysis 3,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Crysis3,,
Defenders Of Ekron,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DefendersOfEkron,,
Demon Front,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DemonFront,,
Dolphin Blue,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DolphinBlue,,
DUST 514,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DustFiveOneFour,,
EVE Online,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/EVEOnline,,
Einhänder,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Einhander,,
Empire Earth,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/EmpireEarth,,
Fallout,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Fallout,,
First Encounter Assault Recon,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FirstEncounterAssaultRecon,,
Fracture,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Fracture,,
Front Mission,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMission,,
Front Mission,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMission1,,
Front Mission 2,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMission2,,
Front Mission 3,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMission3,,
Front Mission 4,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMission4,,
Front Mission 5,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMission5,,
Front Mission Evolved,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMissionEvolved,,
Front Mission: Gun Hazard,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMissionGunHazard,,
Left Alive,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/LeftAlive,,
Gears of War,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GearsOfWar,,
Ghost in the Shell: First Assault Online,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GhostInTheShellFirstAssaultOnline,,
Girl Café Gun,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GirlCafeGun,,
Girls' Frontline,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GirlsFrontline,,
Goddess of Victory: NIKKE,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GoddessOfVictoryNikke,,
Gun Force,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GunForce,,
Hard Edge,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HardEdge,,
Heavy Weapon,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HeavyWeapon,,
Helldivers,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Helldivers,,
Honkai Impact 3rd,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HonkaiImpact3rd,,
Iji,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Iji,,
Instinct,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Instinct,,
Intrusion 2,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Intrusion2,,
Iron Meat,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/IronMeat,,
Iron Marines,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/IronMarines,,
Killzone,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Killzone,,
Kreed,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Kreed,,
Mechassault,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Mechassault,,
Mercs of Boom,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MercsOfBoom,,
Metal Gear,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetalGear,,
Metal Slug,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetalSlug,,
Metal Slug Code J,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetalSlugCodeJ,,
Metroid Prime 2: Echoes,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetroidPrime2Echoes,,
Onslaught,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Onslaught,,
Operation: Matriarchy,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/OperationMatriarchy,,
Out Zone,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/OutZone,,
Quake,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Quake,,
Quake II,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/QuakeII,,
Quake IV,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/QuakeIV,,
Resistance,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Resistance,,
Scarlet Nexus,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/ScarletNexus,,
Section 8,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Section8,,
Shadow Complex,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/ShadowComplex,,
Shin Megami Tensei: Strange Journey,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/ShinMegamiTenseiStrangeJourney,,
Space Beast Terror Fright,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SpaceBeastTerrorFright,,
Space Debris,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SpaceDebris,,
Star Wars: Battlefront,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/StarWarsBattlefront,,
Star Wars: Empire at War,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/StarWarsEmpireAtWar,,
Star Wars: Republic Commando,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/StarWarsRepublicCommando,,
Star Wars: Rogue Squadron,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/RogueSquadron,,
Star Wars: X-Wing,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/XWing,,
Starsiege,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Starsiege,,
Starship Troopers: Terran Command,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/StarshipTroopersTerranCommand,,
Star Citizen,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/StarCitizen,,
Steel Battalion,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SteelBattalion,,
Steel Harbinger,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SteelHarbinger,,
Super Cyborg,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SuperCyborg,,
Templar Battleforce,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TemplarBattleforce,,
Time Crisis,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TimeCrisis,,
Razing Storm,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/RazingStorm,,
Titanfall,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Titanfall,,
Titanfall 2,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Titanfall2,,
Ubersoldier,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Ubersoldier,,
Universe at War,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/UniverseAtWar,,
WarGames Defcon 1,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/WarGamesDefcon1,,
X-COM,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/XCom,,
X Com UFO Defense,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/XComUFODefense,,
X-COM: Terror from the Deep,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/XComTerrorFromTheDeep,,
X-COM: Apocalypse,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/XComApocalypse,,
XCOM: Enemy Unknown,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/XCOMEnemyUnknown,,
The Bureau: XCOM Declassified,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TheBureauXCOMDeclassified,,
XCOM 2,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/XCOM2,,
XCOM: Chimera Squad,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/XCOMChimeraSquad,,
Xenonauts,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Xenonauts,,
Bio-Hunter,https://tvtropes.org/pmwiki/pmwiki.php/Anime/BioHunter,,
Blue Gender,https://tvtropes.org/pmwiki/pmwiki.php/Anime/BlueGender,,
B: The Beginning,https://tvtropes.org/pmwiki/pmwiki.php/Anime/BTheBeginning,,
Danganronpa: The Animation,https://tvtropes.org/pmwiki/pmwiki.php/Anime/DanganronpaTheAnimation,,
Danganronpa 3: The End of Hope's Peak High School,https://tvtropes.org/pmwiki/pmwiki.php/Anime/Danganronpa3TheEndOfHopesPeakHighSchool,,
Genocyber,https://tvtropes.org/pmwiki/pmwiki.php/Anime/Genocyber,,
Hero Mask,https://tvtropes.org/pmwiki/pmwiki.php/Anime/HeroMask,,
Iczer-One,https://tvtropes.org/pmwiki/pmwiki.php/Anime/Iczer,,
Mars of Destruction,https://tvtropes.org/pmwiki/pmwiki.php/Anime/MarsOfDestruction,,
Neon Genesis Evangelion,https://tvtropes.org/pmwiki/pmwiki.php/Anime/NeonGenesisEvangelion,,
Resident Evil: Infinite Darkness,https://tvtropes.org/pmwiki/pmwiki.php/Anime/ResidentEvilInfiniteDarkness,,
Serial Experiments Lain,https://tvtropes.org/pmwiki/pmwiki.php/Anime/SerialExperimentsLain,,
Vampire Wars,https://tvtropes.org/pmwiki/pmwiki.php/Anime/VampireWars,,
Kite Liberator,https://tvtropes.org/pmwiki/pmwiki.php/Anime/KiteLiberator,,
Lily C.A.T.,https://tvtropes.org/pmwiki/pmwiki.php/Anime/LilyCAT,,
Memories,https://tvtropes.org/pmwiki/pmwiki.php/Anime/Memories,,
Resident Evil: Degeneration,https://tvtropes.org/pmwiki/pmwiki.php/Anime/ResidentEvilDegeneration,,
Resident Evil: Damnation,https://tvtropes.org/pmwiki/pmwiki.php/Anime/ResidentEvilDamnation,,
Resident Evil: Vendetta,https://tvtropes.org/pmwiki/pmwiki.php/Anime/ResidentEvilVendetta,,
Seoul Station,https://tvtropes.org/pmwiki/pmwiki.php/Animation/SeoulStation,,
Autodale,https://tvtropes.org/pmwiki/pmwiki.php/WebAnimation/Autodale,,
Internecion Cube,https://tvtropes.org/pmwiki/pmwiki.php/WebAnimation/InternecionCube,,
Murder Drones,https://tvtropes.org/pmwiki/pmwiki.php/WebAnimation/MurderDrones,,
Shed 17,https://tvtropes.org/pmwiki/pmwiki.php/WebAnimation/Shed17,,
AKIRA,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Akira,,
Alien Nine,https://tvtropes.org/pmwiki/pmwiki.php/Manga/AlienNine,,
Bio-Meat: Nectar,https://tvtropes.org/pmwiki/pmwiki.php/Manga/BioMeatNectar,,
Biomega,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Biomega,,
Brynhildr in the Darkness,https://tvtropes.org/pmwiki/pmwiki.php/Manga/BrynhildrInTheDarkness,,
Deadman Wonderland,https://tvtropes.org/pmwiki/pmwiki.php/Manga/DeadmanWonderland,,
Denjin N,https://tvtropes.org/pmwiki/pmwiki.php/Manga/DenjinN,,
Drifting Classroom,https://tvtropes.org/pmwiki/pmwiki.php/Manga/DriftingClassroom,,
Elfen Lied,https://tvtropes.org/pmwiki/pmwiki.php/Manga/ElfenLied,,
Emerging,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Emerging,,
Fourteen,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Fourteen,,
Franken Fran,https://tvtropes.org/pmwiki/pmwiki.php/Manga/FrankenFran,,
Gantz,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Gantz,,
Gyo,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Gyo,,
Inuyashiki,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Inuyashiki,,
King of Thorn,https://tvtropes.org/pmwiki/pmwiki.php/Manga/KingOfThorn,,
Knights of Sidonia,https://tvtropes.org/pmwiki/pmwiki.php/Manga/KnightsOfSidonia,,
Milk Closet,https://tvtropes.org/pmwiki/pmwiki.php/Manga/MilkCloset,,
MPD Psycho,https://tvtropes.org/pmwiki/pmwiki.php/Manga/MPDPsycho,,
Parasyte,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Parasyte,,
Real Account,https://tvtropes.org/pmwiki/pmwiki.php/Manga/RealAccount,,
Remina,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Remina,,
Resident Evil: The Marhawa Desire,https://tvtropes.org/pmwiki/pmwiki.php/Manga/ResidentEvilTheMarhawaDesire,,
Resident Evil: Heavenly Island,https://tvtropes.org/pmwiki/pmwiki.php/Manga/ResidentEvilHeavenlyIsland,,
TerraforMARS,https://tvtropes.org/pmwiki/pmwiki.php/Manga/TerraforMARS,,
Alien (2021),https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Alien2021,,
Alien (2022),https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Alien2022,,
Black Gas,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/BlackGas,,
Caliban,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Caliban,,
Carnage,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Carnage,,
Maximum Carnage,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/MaximumCarnage,,
Absolute Carnage,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/AbsoluteCarnage,,
Extreme Carnage,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/ExtremeCarnage,,
Carnage (2022),https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Carnage2022,,
Carnage Reigns,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/CarnageReigns,,
The End (Marvel Comics),https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/TheEndMarvelComics,,
Hulk: The End,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/HulkTheEnd,,
The Punisher: The End,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/ThePunisherTheEnd,,
Captain Marvel: The End,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/CaptainMarvelTheEnd,,
Venom: The End,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/VenomTheEnd,,
El Eternauta,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/ElEternauta,,
The Evil Within,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/TheEvilWithin,,
Fanboys Vs Zombies,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/FanboysVsZombies,,
The Frankenstein Monster,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/TheFrankensteinMonster,,
Jason X Special,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/JasonXSpecial,,
Friday the 13th: Jason vs. Jason X,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/FridayThe13thJasonVsJasonX,,
Immortal Hulk,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/ImmortalHulk,,
Judge Dredd,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/JudgeDredd,,
Man-Thing,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/ManThing,,
Morbius,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Morbius,,
Nameless (2015),https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Nameless2015,,
Outer Darkness,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/OuterDarkness,,
Sherlock Holmes and the Horror of Frankenstein,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/SherlockHolmesAndTheHorrorOfFrankenstein,,
Southern Cross,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/SouthernCross,,
Swamp Thing,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/SwampThing,,
The Thing from Another World,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/TheThingFromAnotherWorld,,
Venom,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Venom,,
Venom (Donny Cates),https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/VenomDonnyCates,,
Venom (2021),https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Venom2021,,
Extreme Venomverse,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/ExtremeVenomverse,,
Death of the Venomverse,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/DeathOfTheVenomverse,,
The Vision (2015),https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/TheVision2015,,
We Kill Monsters,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/WeKillMonsters,,
The X-Files Season 10,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/TheXFilesSeason10,,
Frankenstein,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Frankenstein,,
From the New World,https://tvtropes.org/pmwiki/pmwiki.php/Literature/FromTheNewWorld,,
Otherside Picnic,https://tvtropes.org/pmwiki/pmwiki.php/Literature/OthersidePicnic,,
 The 5th Wave,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheFifthWave,,
The Age of Desire,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheAgeOfDesire,,
All Your Ruins,https://tvtropes.org/pmwiki/pmwiki.php/Literature/AllYourRuins,,
Amina,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Amina,,
Black Destroyer,https://tvtropes.org/pmwiki/pmwiki.php/Literature/BlackDestroyer,,
Boojumverse,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Boojumverse,,
The Brain Eaters,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheBrainEaters,,
The Corpse of Charlie Rull,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheCorpseOfCharlieRull,,
Slime (1953),https://tvtropes.org/pmwiki/pmwiki.php/Literature/Slime1953,,
The Bride of Frankenstein: Pandora's Bride,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheBrideOfFrankensteinPandorasBride,,
Bedlam,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Bedlam,,
Carnosaur,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Carnosaur,,
The Fungus,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheFungus,,
Slimer,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Slimer,,
Carnivorine,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Carnivorine,,
The Clone,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheClone,,
Cthulhu Armageddon,https://tvtropes.org/pmwiki/pmwiki.php/Literature/CthulhuArmageddon,,
The Tower of Zhaal,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheTowerOfZhaal,,
The Tree of Azathoth,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheTreeOfAzathoth,,
At the Mountains of Madness,https://tvtropes.org/pmwiki/pmwiki.php/Literature/AtTheMountainsOfMadness,,
The Colour Out of Space,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheColourOutOfSpace,,
Cool Air,https://tvtropes.org/pmwiki/pmwiki.php/Literature/CoolAir,,
The Dreams in the Witch House,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheDreamsInTheWitchHouse,,
From Beyond,https://tvtropes.org/pmwiki/pmwiki.php/Literature/FromBeyond,,
Herbert West–Reanimator,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HerbertWestReanimator,,
The Shadow Out of Time,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheShadowOutOfTime,,
The Whisperer in Darkness,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheWhispererInDarkness,,
Daikaiju Yuki,https://tvtropes.org/pmwiki/pmwiki.php/Literature/DaikaijuYuki,,
The Dark Descent of Elizabeth Frankenstein,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheDarkDescentOfElizabethFrankenstein,,
Frankenstein,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Frankenstein,,
Dead Space: Martyr,https://tvtropes.org/pmwiki/pmwiki.php/Literature/DeadSpaceMartyr,,
Dead Space: Catalyst,https://tvtropes.org/pmwiki/pmwiki.php/Literature/DeadSpaceCatalyst,,
The Draka,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheDraka,,
Dead Silence,https://tvtropes.org/pmwiki/pmwiki.php/Literature/DeadSilence,,
Eat Them Alive,https://tvtropes.org/pmwiki/pmwiki.php/Literature/EatThemAlive,,
