title,url
Bolo,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Bolo
Castle Federation,https://tvtropes.org/pmwiki/pmwiki.php/Literature/CastleFederation
Childe Cycle,https://tvtropes.org/pmwiki/pmwiki.php/Literature/ChildeCycle
Cilva,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Cilva
CoDominium,https://tvtropes.org/pmwiki/pmwiki.php/Literature/CoDominium
Combatants Will Be Dispatched!,https://tvtropes.org/pmwiki/pmwiki.php/Literature/CombatantsWillBeDispatched
Confederation of Valor,https://tvtropes.org/pmwiki/pmwiki.php/Literature/ConfederationOfValor
The Chronicles Of Old Guy,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheChroniclesOfOldGuy
Bolo,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Bolo
Honor Harrington,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HonorHarrington
RCN,https://tvtropes.org/pmwiki/pmwiki.php/Literature/RCN
Belisarius Series,https://tvtropes.org/pmwiki/pmwiki.php/Literature/BelisariusSeries
The Citizen Series,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheCitizenSeries
The General Series,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheGeneralSeries
Hammer's Slammers,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HammersSlammers
Ranks of Bronze,https://tvtropes.org/pmwiki/pmwiki.php/Literature/RanksOfBronze
RCN,https://tvtropes.org/pmwiki/pmwiki.php/Literature/RCN
Redliners,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Redliners
Combat K Series,https://tvtropes.org/pmwiki/pmwiki.php/Literature/CombatKSeries
Death's Head,https://tvtropes.org/pmwiki/pmwiki.php/Literature/DeathsHead
Dirigent Mercenary Corps,https://tvtropes.org/pmwiki/pmwiki.php/Literature/DirigentMercenaryCorps
The Dragon Never Sleeps,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheDragonNeverSleeps
Dread Empire's Fall,https://tvtropes.org/pmwiki/pmwiki.php/Literature/DreadEmpiresFall
Embedded,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Embedded
The Ember War Saga,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheEmberWarSaga
Encryption Straffe,https://tvtropes.org/pmwiki/pmwiki.php/Literature/EncryptionStraffe
Ender's Game,https://tvtropes.org/pmwiki/pmwiki.php/Literature/EndersGame
The Extinction Cycle,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheExtinctionCycle
First Colony,https://tvtropes.org/pmwiki/pmwiki.php/Literature/FirstColony
The Flight Engineer,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheFlightEngineer
The Forever War,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheForeverWar
The Four Horsemen Universe,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheFourHorsemenUniverse
Frontlines,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Frontlines
Full Metal Panic!,https://tvtropes.org/pmwiki/pmwiki.php/Literature/FullMetalPanic
Full Metal Panic! Another,https://tvtropes.org/pmwiki/pmwiki.php/Literature/FullMetalPanicAnother
Galactic Marines,https://tvtropes.org/pmwiki/pmwiki.php/Literature/GalacticMarines
Galaxy on Fire,https://tvtropes.org/pmwiki/pmwiki.php/Literature/GalaxyOnFire
Citizen of Earth,https://tvtropes.org/pmwiki/pmwiki.php/Literature/CitizenOfEarth
The Great Traitor,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheGreatTraitor
The Genesis Fleet,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheGenesisFleet
Genocidal Organ,https://tvtropes.org/pmwiki/pmwiki.php/Literature/GenocidalOrgan
Heavy Object,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HeavyObject
Hellburner,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Hellburner
The Helmsman Saga,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheHelmsmanSaga
Here Be Dragons,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HereBeDragons
Interstellar Gunrunner,https://tvtropes.org/pmwiki/pmwiki.php/Literature/InterstellarGunrunner
Kris Longknife,https://tvtropes.org/pmwiki/pmwiki.php/Literature/KrisLongknife
Legacy of the Aldenata,https://tvtropes.org/pmwiki/pmwiki.php/Literature/LegacyOfTheAldenata
Caliphate,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Caliphate
Carrera's Legions,https://tvtropes.org/pmwiki/pmwiki.php/Literature/CarrerasLegions
Lacuna,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Lacuna
Lensman,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Lensman
Legend of the Galactic Heroes,https://tvtropes.org/pmwiki/pmwiki.php/Literature/LegendOfTheGalacticHeroes
The Last Hunter,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheLastHunter
The Lost Fleet,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheLostFleet
Lucifer's Star,https://tvtropes.org/pmwiki/pmwiki.php/Literature/LucifersStar
The Mako Saga,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheMakoSaga
Man-Kzin Wars,https://tvtropes.org/pmwiki/pmwiki.php/Literature/ManKzinWars
Known Space,https://tvtropes.org/pmwiki/pmwiki.php/Literature/KnownSpace
Muv-Luv Alternative: Total Eclipse,https://tvtropes.org/pmwiki/pmwiki.php/Literature/MuvLuvAlternativeTotalEclipse
Nameless War,https://tvtropes.org/pmwiki/pmwiki.php/Literature/NamelessWar
New Kashubia Series,https://tvtropes.org/pmwiki/pmwiki.php/Literature/NewKashubiaSeries
Angel in the Whirlwind,https://tvtropes.org/pmwiki/pmwiki.php/Literature/AngelInTheWhirlwind
Ark Royal,https://tvtropes.org/pmwiki/pmwiki.php/Literature/ArkRoyal
The Empire's Corps,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheEmpiresCorps
The Occupation Saga,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheOccupationSaga
Old Man's War,https://tvtropes.org/pmwiki/pmwiki.php/Literature/OldMansWar
Poor Man's Fight,https://tvtropes.org/pmwiki/pmwiki.php/Literature/PoorMansFight
Primitive War,https://tvtropes.org/pmwiki/pmwiki.php/Literature/PrimitiveWar
Council Wars,https://tvtropes.org/pmwiki/pmwiki.php/Literature/CouncilWars
Into the Looking Glass,https://tvtropes.org/pmwiki/pmwiki.php/Literature/IntoTheLookingGlass
Prince Roger,https://tvtropes.org/pmwiki/pmwiki.php/Literature/PrinceRoger
Legacy of the Aldenata,https://tvtropes.org/pmwiki/pmwiki.php/Literature/LegacyOfTheAldenata
Troy Rising,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TroyRising
Rebuild World,https://tvtropes.org/pmwiki/pmwiki.php/Literature/RebuildWorld
Remember To Always Be Brave,https://tvtropes.org/pmwiki/pmwiki.php/Literature/RememberToAlwaysBeBrave
Resident Evil,https://tvtropes.org/pmwiki/pmwiki.php/Literature/ResidentEvil
Shadow Ops,https://tvtropes.org/pmwiki/pmwiki.php/Literature/ShadowOps
Siobhan Dunmoore,https://tvtropes.org/pmwiki/pmwiki.php/Literature/SiobhanDunmoore
Sixth Column,https://tvtropes.org/pmwiki/pmwiki.php/Literature/SixthColumn
Space Academy,https://tvtropes.org/pmwiki/pmwiki.php/Literature/SpaceAcademy
Space Force,https://tvtropes.org/pmwiki/pmwiki.php/Literature/SpaceForce2018
Star Carrier,https://tvtropes.org/pmwiki/pmwiki.php/Literature/StarCarrier
Starship Operators,https://tvtropes.org/pmwiki/pmwiki.php/Literature/StarshipOperators
Solar Warden,https://tvtropes.org/pmwiki/pmwiki.php/Literature/SolarWarden
Sten,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Sten
Stone King,https://tvtropes.org/pmwiki/pmwiki.php/Literature/StoneKing
Takeshi Kovacs,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TakeshiKovacs
Tau Ceti Agenda Series,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TauCetiAgendaSeries
Tour of the Merrimack,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TourOfTheMerrimack
Valhalla,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Valhalla
Theirs Not to Reason Why,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheirsNotToReasonWhy
Worldwar,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Worldwar
The War Against the Chtorr,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheWarAgainstTheChtorr
Empire from the Ashes,https://tvtropes.org/pmwiki/pmwiki.php/Literature/EmpireFromTheAshes
Hell's Gate,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HellsGate
Honor Harrington,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HonorHarrington
Manticore Ascendant,https://tvtropes.org/pmwiki/pmwiki.php/Literature/ManticoreAscendant
Out of the Dark,https://tvtropes.org/pmwiki/pmwiki.php/Literature/OutOfTheDark
Safehold,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Safehold
Vorkosigan Saga,https://tvtropes.org/pmwiki/pmwiki.php/Literature/VorkosiganSaga
The Thrawn Trilogy,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheThrawnTrilogy
The Cobra Trilogy,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheCobraTrilogy
The Conquerors Trilogy,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheConquerorsTrilogy
The History of the Galaxy,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheHistoryOfTheGalaxy
Spots the Space Marine,https://tvtropes.org/pmwiki/pmwiki.php/Literature/SpotsTheSpaceMarine
The Osmerian Conflict,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheOsmerianConflict
The Machineries of Empire,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheMachineriesOfEmpire
Victoria: A Novel of 4th Generation War,https://tvtropes.org/pmwiki/pmwiki.php/Literature/VictoriaANovelOf4thGenerationWar
Who Needs Men?,https://tvtropes.org/pmwiki/pmwiki.php/Literature/WhoNeedsMen
Gaunt's Ghosts,https://tvtropes.org/pmwiki/pmwiki.php/Literature/GauntsGhosts
Ciaphas Cain,https://tvtropes.org/pmwiki/pmwiki.php/Literature/CiaphasCain
,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheFlightOfThePhoenix1965
Aliens,https://tvtropes.org/pmwiki/pmwiki.php/Film/Aliens
Alien: Resurrection,https://tvtropes.org/pmwiki/pmwiki.php/Film/AlienResurrection
the second movie,https://tvtropes.org/pmwiki/pmwiki.php/Film/Predator2
Predator,https://tvtropes.org/pmwiki/pmwiki.php/Film/Predator
Predators,https://tvtropes.org/pmwiki/pmwiki.php/Film/Predators
The Predator,https://tvtropes.org/pmwiki/pmwiki.php/Film/ThePredator
the live action movie,https://tvtropes.org/pmwiki/pmwiki.php/Film/SpaceBattleshipYamato
Stargate,https://tvtropes.org/pmwiki/pmwiki.php/Film/Stargate
Stargate: The Ark of Truth,https://tvtropes.org/pmwiki/pmwiki.php/Film/StargateTheArkOfTruth
Stargate: Continuum,https://tvtropes.org/pmwiki/pmwiki.php/Film/StargateContinuum
Avatar,https://tvtropes.org/pmwiki/pmwiki.php/Film/Avatar
Avatar: The Way of Water,https://tvtropes.org/pmwiki/pmwiki.php/Film/AvatarTheWayOfWater
Battleship,https://tvtropes.org/pmwiki/pmwiki.php/Film/Battleship
Battle: Los Angeles,https://tvtropes.org/pmwiki/pmwiki.php/Film/BattleLosAngeles
The Creator (2023),https://tvtropes.org/pmwiki/pmwiki.php/Film/TheCreator2023
Edge of Tomorrow,https://tvtropes.org/pmwiki/pmwiki.php/Film/EdgeOfTomorrow
Ghost in the Shell (2017),https://tvtropes.org/pmwiki/pmwiki.php/Film/GhostInTheShell2017
The Gladiators,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheGladiators
Independence Day,https://tvtropes.org/pmwiki/pmwiki.php/Film/IndependenceDay
Independence Day: Resurgence,https://tvtropes.org/pmwiki/pmwiki.php/Film/IndependenceDayResurgence
Man of Steel,https://tvtropes.org/pmwiki/pmwiki.php/Film/ManOfSteel
Outside the Wire,https://tvtropes.org/pmwiki/pmwiki.php/Film/OutsideTheWire
Robowar,https://tvtropes.org/pmwiki/pmwiki.php/Film/Robowar
Soldier,https://tvtropes.org/pmwiki/pmwiki.php/Film/Soldier
Spectral,https://tvtropes.org/pmwiki/pmwiki.php/Film/Spectral
Starship Troopers,https://tvtropes.org/pmwiki/pmwiki.php/Film/StarshipTroopers
The Tomorrow War,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheTomorrowWar
Transformers Film Series,https://tvtropes.org/pmwiki/pmwiki.php/Film/TransformersFilmSeries
Universal Soldier,https://tvtropes.org/pmwiki/pmwiki.php/Film/UniversalSoldier
Universal Soldier (1992),https://tvtropes.org/pmwiki/pmwiki.php/Film/UniversalSoldier1992
Universal Soldier: The Return,https://tvtropes.org/pmwiki/pmwiki.php/Film/UniversalSoldierTheReturn
Universal Soldier: Regeneration,https://tvtropes.org/pmwiki/pmwiki.php/Film/UniversalSoldierRegeneration
Universal Soldier: Day of Reckoning,https://tvtropes.org/pmwiki/pmwiki.php/Film/UniversalSoldierDayOfReckoning
War Dog,https://tvtropes.org/pmwiki/pmwiki.php/Film/WarDog
Schlock Mercenary,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/SchlockMercenary
Star Fighter,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/StarFighter
XRS,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/XRS
,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/StarshipTroopersInvasion
Wing Commander Academy,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/WingCommanderAcademy
Beast Wars,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/BeastWars
Exo Squad,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/ExoSquad
Evil Con Carne,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/EvilConCarne
Futurama,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/Futurama
Invasion America,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/InvasionAmerica
Lightyear,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/Lightyear
"Love, Death & Robots",https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/LoveDeathAndRobots
Robotech: The Shadow Chronicles,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/RobotechTheShadowChronicles
Shadow Raiders,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/ShadowRaiders
Starship Troopers: Invasion,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/StarshipTroopersInvasion
Steven Universe: The Movie,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/StevenUniverseTheMovie
Starfire,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/Starfire
AT-43,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/AT43
BattleTech,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/BattleTech
Beyond the Gates of Antares,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/BeyondTheGatesOfAntares
Mutant Chronicles,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/MutantChronicles
Planet Mercenary,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/PlanetMercenary
Traveller,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/Traveller
"Warhammer 40,000",https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/Warhammer40000
Rogue Trader,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/RogueTrader
Deathwatch,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/Deathwatch
Only War,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/OnlyWar
BattleTech,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/BattleTech
Stargate SG-1,https://tvtropes.org/pmwiki/pmwiki.php/Series/StargateSG1
Stargate Atlantis,https://tvtropes.org/pmwiki/pmwiki.php/Series/StargateAtlantis
Stargate Universe,https://tvtropes.org/pmwiki/pmwiki.php/Series/StargateUniverse
Star Trek: Deep Space Nine,https://tvtropes.org/pmwiki/pmwiki.php/Series/StarTrekDeepSpaceNine
Babylon 5,https://tvtropes.org/pmwiki/pmwiki.php/Series/BabylonFive
Crusade,https://tvtropes.org/pmwiki/pmwiki.php/Series/Crusade
Battlestar Galactica (1978),https://tvtropes.org/pmwiki/pmwiki.php/Series/BattlestarGalactica1978
Galactica 1980,https://tvtropes.org/pmwiki/pmwiki.php/Series/Galactica1980
Battlestar Galactica (2003),https://tvtropes.org/pmwiki/pmwiki.php/Series/BattlestarGalactica2003
Battlestar Galactica: Blood & Chrome,https://tvtropes.org/pmwiki/pmwiki.php/Series/BattlestarGalacticaBloodAndChrome
Black Mirror,https://tvtropes.org/pmwiki/pmwiki.php/Series/BlackMirror
SeaQuest DSV,https://tvtropes.org/pmwiki/pmwiki.php/Series/SeaQuestDSV
Space: Above and Beyond,https://tvtropes.org/pmwiki/pmwiki.php/Series/SpaceAboveAndBeyond
Alien 3: The Gun,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Alien3TheGun
Aliens Extermination,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AliensExtermination
Aliens Armageddon,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AliensArmageddon
Alien Blackout,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AlienBlackout
Aliens: Colonial Marines,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AliensColonialMarines
Aliens: Dark Descent,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AliensDarkDescent
Aliens: Fireteam Elite,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AliensFireteamElite
Aliens: Infestation,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AliensInfestation
Alien Trilogy,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AlienTrilogy
Third Crusade,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AssassinsCreedI
Peloponnesian War,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AssassinsCreedOdyssey
Star Trek Online,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/StarTrekOnline
Agent Armstrong,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AgentArmstrong
Arknights,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Arknights
Armorines: Project S.W.A.R.M.,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/ArmorinesProjectSWARM
Assault Retribution,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AssaultRetribution
Azure Striker Gunvolt Series,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AzureStrikerGunvoltSeries
Battle Zone 2006,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/BattleZone2006
Battlefield 2142,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Battlefield2142
Bio Lab Wars,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/BioLabWars
Bloody Wolf,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/BloodyWolf
Call of Duty,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CallOfDuty
Call of Duty: Black Ops II,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CallOfDutyBlackOpsII
Call of Duty: Advanced Warfare,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CallOfDutyAdvancedWarfare
Call of Duty: Black Ops III,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CallOfDutyBlackOpsIII
Call of Duty: Ghosts,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CallOfDutyGhosts
Call Of Duty Infinite Warfare,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CallOfDutyInfiniteWarfare
Command & Conquer,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CommandAndConquer
Command & Conquer: Tiberian Series,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CommandAndConquerTiberianSeries
Command & Conquer: Red Alert Series,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CommandAndConquerRedAlertSeries
Contra,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Contra
Hard Corps: Uprising,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HardCorpsUprising
Counter Side,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CounterSide
Crysis,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Crysis
Crysis 3,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Crysis3
Defenders Of Ekron,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DefendersOfEkron
Demon Front,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DemonFront
Dolphin Blue,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DolphinBlue
DUST 514,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DustFiveOneFour
EVE Online,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/EVEOnline
Einhänder,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Einhander
Empire Earth,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/EmpireEarth
Fallout,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Fallout
First Encounter Assault Recon,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FirstEncounterAssaultRecon
Fracture,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Fracture
Front Mission,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMission
Front Mission,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMission1
Front Mission 2,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMission2
Front Mission 3,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMission3
Front Mission 4,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMission4
Front Mission 5,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMission5
Front Mission Evolved,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMissionEvolved
Front Mission: Gun Hazard,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FrontMissionGunHazard
Left Alive,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/LeftAlive
Gears of War,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GearsOfWar
Ghost in the Shell: First Assault Online,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GhostInTheShellFirstAssaultOnline
Girl Café Gun,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GirlCafeGun
Girls' Frontline,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GirlsFrontline
Goddess of Victory: NIKKE,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GoddessOfVictoryNikke
Gun Force,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GunForce
Hard Edge,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HardEdge
Heavy Weapon,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HeavyWeapon
Helldivers,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Helldivers
Honkai Impact 3rd,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HonkaiImpact3rd
Iji,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Iji
Instinct,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Instinct
Intrusion 2,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Intrusion2
Iron Meat,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/IronMeat
Iron Marines,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/IronMarines
Killzone,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Killzone
Kreed,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Kreed
Mechassault,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Mechassault
Mercs of Boom,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MercsOfBoom
Metal Gear,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetalGear
Metal Slug,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetalSlug
Metal Slug Code J,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetalSlugCodeJ
Metroid Prime 2: Echoes,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetroidPrime2Echoes
Onslaught,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Onslaught
Operation: Matriarchy,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/OperationMatriarchy
Out Zone,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/OutZone
Quake,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Quake
Quake II,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/QuakeII
Quake IV,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/QuakeIV
Resistance,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Resistance
Scarlet Nexus,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/ScarletNexus
Section 8,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Section8
Shadow Complex,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/ShadowComplex
Shin Megami Tensei: Strange Journey,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/ShinMegamiTenseiStrangeJourney
Space Beast Terror Fright,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SpaceBeastTerrorFright
Space Debris,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SpaceDebris
Star Wars: Battlefront,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/StarWarsBattlefront
Star Wars: Empire at War,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/StarWarsEmpireAtWar
Star Wars: Republic Commando,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/StarWarsRepublicCommando
Star Wars: Rogue Squadron,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/RogueSquadron
Star Wars: X-Wing,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/XWing
Starsiege,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Starsiege
Starship Troopers: Terran Command,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/StarshipTroopersTerranCommand
Star Citizen,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/StarCitizen
Steel Battalion,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SteelBattalion
Steel Harbinger,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SteelHarbinger
Super Cyborg,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SuperCyborg
Templar Battleforce,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TemplarBattleforce
Time Crisis,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TimeCrisis
Razing Storm,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/RazingStorm
Titanfall,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Titanfall
Titanfall 2,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Titanfall2
Ubersoldier,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Ubersoldier
Universe at War,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/UniverseAtWar
WarGames Defcon 1,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/WarGamesDefcon1
X-COM,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/XCom
X Com UFO Defense,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/XComUFODefense
